epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,256.406,1.41889,1.11951,1.26931,0.50376,0.80645,0.54293,0.39247,0.81295,235.423,0.86879,0.00115925,0.00115925,0.00115925
24,267.195,1.4132,1.09194,1.27766,0.46354,0.90323,0.46724,0.3232,0.99742,239.054,1.05631,0.00115513,0.00115513,0.00115513
25,278.227,1.41412,1.10262,1.28486,0.76541,0.6129,0.66838,0.46929,0.95548,298.501,1.0513,0.001151,0.001151,0.001151
26,288.957,1.39014,1.06085,1.2474,0.52985,0.76361,0.63468,0.43148,0.92821,258.243,1.11674,0.00114688,0.00114688,0.00114688
27,299.889,1.37913,1.06161,1.25556,0.49128,0.87097,0.48877,0.33812,0.84392,288.697,0.92755,0.00114275,0.00114275,0.00114275
28,311.018,1.38745,1.07589,1.2645,0.50419,0.87097,0.58271,0.40872,0.90497,274.612,1.03338,0.00113863,0.00113863,0.00113863
29,321.639,1.3828,1.03418,1.24645,0.52399,0.8524,0.50258,0.34853,0.92601,256.557,1.04112,0.0011345,0.0011345,0.0011345
30,332.348,1.39395,1.043,1.25643,0.4982,0.7367,0.58501,0.43907,0.8122,248.339,0.93175,0.00113038,0.00113038,0.00113038
31,343.477,1.35207,1.01013,1.23792,0.55137,0.90323,0.52784,0.3755,0.8483,349.151,1.03399,0.00112625,0.00112625,0.00112625
32,354.544,1.35669,1.03123,1.23752,0.48259,0.90323,0.57966,0.42421,0.84274,274.186,0.99128,0.00112213,0.00112213,0.00112213
33,365.681,1.33955,1.02048,1.22885,0.40554,0.77419,0.52717,0.39406,0.88645,271.951,1.01978,0.001118,0.001118,0.001118
34,376.382,1.33428,1.00626,1.22709,0.47249,0.77419,0.55034,0.39274,0.8009,276.091,0.87802,0.00111388,0.00111388,0.00111388
35,387.177,1.32368,1.00506,1.21907,0.41872,0.90323,0.61634,0.4652,0.78467,265.718,0.94231,0.00110975,0.00110975,0.00110975
36,398.059,1.31376,0.98664,1.20735,0.62389,0.77419,0.67832,0.47871,0.8972,278.285,1.09281,0.00110563,0.00110563,0.00110563
37,408.896,1.31911,0.97392,1.20896,0.5406,0.83871,0.65518,0.48733,0.79203,270.862,0.93634,0.0011015,0.0011015,0.0011015
38,420.164,1.30509,0.97967,1.21247,0.45357,0.83017,0.55352,0.39924,0.82086,280.051,0.97925,0.00109738,0.00109738,0.00109738
39,431.189,1.27571,0.95264,1.19822,0.42086,0.90323,0.5136,0.37576,0.81101,296.618,0.94392,0.00109325,0.00109325,0.00109325
40,441.873,1.28738,0.96283,1.20313,0.59214,0.48387,0.57519,0.41984,0.80638,263.126,0.91622,0.00108913,0.00108913,0.00108913
41,452.495,1.30574,0.97608,1.21137,0.43789,0.93548,0.54292,0.37735,0.95219,283.69,1.1775,0.001085,0.001085,0.001085
42,463.18,1.29392,0.94614,1.19999,0.48632,0.90323,0.58775,0.42111,0.91917,258.009,1.04258,0.00108088,0.00108088,0.00108088
43,473.974,1.28005,0.94192,1.19372,0.46606,0.87097,0.61733,0.43203,0.83635,290.847,0.98892,0.00107675,0.00107675,0.00107675
44,485.023,1.28102,0.93517,1.18929,0.70967,0.51613,0.63588,0.47531,0.74896,267.496,0.86128,0.00107263,0.00107263,0.00107263
45,495.923,1.27199,0.92182,1.1823,0.38858,0.7791,0.434,0.32091,0.80704,310.476,0.94248,0.0010685,0.0010685,0.0010685
46,506.661,1.26796,0.91725,1.17558,0.44033,0.88842,0.55093,0.39914,0.89736,306.182,1.04582,0.00106437,0.00106437,0.00106437
47,517.282,1.25003,0.90739,1.17993,0.47048,0.83871,0.56359,0.40934,0.83847,303.97,0.9629,0.00106025,0.00106025,0.00106025
48,528.378,1.23622,0.89933,1.17476,0.46376,0.83871,0.60003,0.44395,0.83249,280.022,0.98179,0.00105612,0.00105612,0.00105612
49,539.296,1.22705,0.87373,1.16106,0.48998,0.90323,0.50125,0.37937,0.7869,312.943,1.00969,0.001052,0.001052,0.001052
50,550.084,1.24434,0.90413,1.17074,0.50328,0.83871,0.56737,0.43429,0.7705,297.743,0.90281,0.00104787,0.00104787,0.00104787
51,560.903,1.2222,0.87242,1.15643,0.53607,0.83871,0.60413,0.44806,0.81753,319.138,1.00893,0.00104375,0.00104375,0.00104375
52,571.871,1.20854,0.8719,1.16029,0.5004,0.83871,0.5406,0.38317,0.88471,302.964,1.04247,0.00103962,0.00103962,0.00103962
53,583.047,1.21913,0.86044,1.15464,0.48681,0.90323,0.53796,0.38932,0.81998,318.431,0.9939,0.0010355,0.0010355,0.0010355
54,594.397,1.20993,0.8627,1.15232,0.49567,0.87097,0.51265,0.36984,0.84037,302.565,0.94368,0.00103138,0.00103138,0.00103138
55,605.144,1.21151,0.86235,1.14674,0.51698,0.83871,0.54774,0.40673,0.86616,326.7,0.97206,0.00102725,0.00102725,0.00102725
56,616.18,1.19788,0.84834,1.13975,0.43381,0.83871,0.59227,0.44078,0.79271,291.546,1.02316,0.00102312,0.00102312,0.00102312
57,626.885,1.20409,0.85095,1.15042,0.48066,0.83871,0.56125,0.40712,0.84958,308.757,0.96669,0.001019,0.001019,0.001019
58,637.763,1.18519,0.85056,1.14262,0.41741,0.90323,0.4394,0.29427,0.91927,323.577,1.04552,0.00101488,0.00101488,0.00101488
59,648.837,1.19833,0.85082,1.15115,0.43289,0.86191,0.48608,0.32033,0.904,341.026,1.07021,0.00101075,0.00101075,0.00101075
60,660.081,1.1986,0.82531,1.1368,0.47406,0.80645,0.49067,0.35371,0.84646,326.687,1.00464,0.00100663,0.00100663,0.00100663
61,671.299,1.19337,0.83248,1.14744,0.42921,0.77419,0.39272,0.27761,0.89523,304.476,1.06884,0.0010025,0.0010025,0.0010025
62,682.923,1.18591,0.83181,1.14403,0.46979,0.87097,0.47098,0.33169,0.84138,305.869,0.95464,0.000998375,0.000998375,0.000998375
63,694.072,1.16411,0.81337,1.13261,0.48849,0.83871,0.48873,0.36765,0.82806,322.568,0.99199,0.00099425,0.00099425,0.00099425
64,704.927,1.15982,0.81991,1.13094,0.44848,0.83871,0.44903,0.33755,0.81246,345.972,1.01668,0.000990125,0.000990125,0.000990125
65,715.664,1.16096,0.80552,1.12003,0.42686,0.77419,0.53592,0.4142,0.7321,293.36,0.88804,0.000986,0.000986,0.000986
66,726.59,1.14614,0.79341,1.11661,0.41152,0.87984,0.51921,0.38846,0.74338,326.071,0.90351,0.000981875,0.000981875,0.000981875
67,737.517,1.14335,0.79629,1.1197,0.44613,0.90323,0.45316,0.34089,0.74069,356.095,0.90517,0.00097775,0.00097775,0.00097775
68,748.461,1.13923,0.79507,1.11688,0.44068,0.87097,0.45195,0.3313,0.80804,346.114,0.9972,0.000973625,0.000973625,0.000973625
69,759.559,1.13745,0.77779,1.10822,0.4624,0.87097,0.50698,0.39421,0.75867,312.439,0.97712,0.0009695,0.0009695,0.0009695
70,770.35,1.13434,0.78041,1.11462,0.50027,0.83871,0.50465,0.37357,0.82353,298.24,1.03557,0.000965375,0.000965375,0.000965375
71,781.06,1.13191,0.78967,1.10719,0.4984,0.80645,0.5837,0.43632,0.78853,372.097,1.00662,0.00096125,0.00096125,0.00096125
72,792.009,1.13961,0.80076,1.11702,0.43667,0.87097,0.52259,0.37531,0.86912,350.487,1.03733,0.000957125,0.000957125,0.000957125
73,802.687,1.12528,0.77647,1.1032,0.48173,0.90323,0.47203,0.35569,0.76027,307.155,0.9201,0.000953,0.000953,0.000953
74,813.396,1.12439,0.77587,1.10981,0.50011,0.83871,0.55517,0.41902,0.7117,312.924,0.94047,0.000948875,0.000948875,0.000948875
75,824.195,1.11911,0.75984,1.09947,0.5145,0.83871,0.49335,0.37656,0.77552,313.449,1.04595,0.00094475,0.00094475,0.00094475
76,835.406,1.11526,0.76222,1.10378,0.4968,0.90323,0.50106,0.38424,0.73868,321.533,0.9406,0.000940625,0.000940625,0.000940625
77,846.213,1.10557,0.76873,1.10759,0.50084,0.87097,0.65386,0.49657,0.80673,341.551,0.99586,0.0009365,0.0009365,0.0009365
78,857.279,1.11803,0.77402,1.10327,0.50125,0.87097,0.49903,0.35204,0.84092,337.609,1.04884,0.000932375,0.000932375,0.000932375
79,868.006,1.08969,0.75163,1.08849,0.50127,0.80645,0.50588,0.36196,0.86246,348.886,1.1029,0.00092825,0.00092825,0.00092825
80,878.756,1.10113,0.73692,1.08762,0.46333,0.80645,0.54759,0.42715,0.79217,343.18,1.05149,0.000924125,0.000924125,0.000924125
81,889.372,1.08501,0.7477,1.08709,0.5151,0.82256,0.52082,0.39415,0.74847,323.1,0.95805,0.00092,0.00092,0.00092
82,900.247,1.08799,0.72917,1.08255,0.42839,0.89459,0.45959,0.35808,0.72089,337.735,1.03244,0.000915875,0.000915875,0.000915875
83,911.791,1.08299,0.73547,1.07667,0.50003,0.80645,0.63777,0.50203,0.72003,344.64,1.00751,0.00091175,0.00091175,0.00091175
84,922.824,1.0647,0.73208,1.07435,0.46359,0.83871,0.53459,0.39542,0.78819,343.552,1.08149,0.000907625,0.000907625,0.000907625
85,934.193,1.07742,0.7219,1.07572,0.46495,0.90323,0.53887,0.42528,0.68851,355.842,0.93609,0.0009035,0.0009035,0.0009035
86,945.579,1.07468,0.73015,1.08022,0.44381,0.84955,0.51066,0.40443,0.68882,320.466,0.93035,0.000899375,0.000899375,0.000899375
87,956.954,1.05378,0.71931,1.07448,0.51639,0.87097,0.63262,0.49904,0.73901,318.886,0.97305,0.00089525,0.00089525,0.00089525
88,968.27,1.05957,0.71985,1.0723,0.5138,0.90323,0.59478,0.44627,0.74516,341.923,1.01098,0.000891125,0.000891125,0.000891125
89,979.45,1.05439,0.70138,1.07019,0.48754,0.87097,0.52177,0.38116,0.81301,359.958,1.08176,0.000887,0.000887,0.000887
90,990.861,1.05694,0.71742,1.07911,0.47376,0.84224,0.53025,0.4252,0.74669,297.319,0.98157,0.000882875,0.000882875,0.000882875
91,1002.35,1.0594,0.71678,1.07321,0.469,0.90323,0.49675,0.38692,0.78688,396.607,0.99859,0.00087875,0.00087875,0.00087875
92,1013.75,1.03883,0.71465,1.06758,0.47612,0.87963,0.54457,0.41124,0.75487,352.81,1.00895,0.000874625,0.000874625,0.000874625
93,1024.87,1.03204,0.69006,1.06241,0.43621,0.87097,0.52068,0.40985,0.7955,352.484,1.05445,0.0008705,0.0008705,0.0008705
94,1036.06,1.04659,0.69317,1.06582,0.47617,0.87097,0.53824,0.41943,0.75688,330.632,0.99039,0.000866375,0.000866375,0.000866375
95,1047.91,1.02889,0.68553,1.05515,0.54954,0.90323,0.60489,0.47661,0.71202,341.988,0.90222,0.00086225,0.00086225,0.00086225
96,1059.4,1.02278,0.67734,1.0605,0.48758,0.87097,0.53515,0.42456,0.71954,340.457,0.90252,0.000858125,0.000858125,0.000858125
97,1070.81,1.0219,0.67635,1.04861,0.45562,0.87097,0.47763,0.36448,0.74238,348.141,0.89178,0.000854,0.000854,0.000854
98,1082.18,1.01287,0.67291,1.05334,0.51322,0.87097,0.52433,0.39457,0.75907,367.982,0.97871,0.000849875,0.000849875,0.000849875
99,1093.84,1.01085,0.66668,1.04162,0.45971,0.83871,0.5554,0.41854,0.79687,359.5,1.01875,0.00084575,0.00084575,0.00084575
100,1105.2,1.00827,0.67001,1.04799,0.456,0.80645,0.52706,0.42181,0.7692,365.819,0.92219,0.000841625,0.000841625,0.000841625
101,1116.61,1.00589,0.66982,1.04991,0.4793,0.83871,0.46913,0.35042,0.83299,359.842,1.03341,0.0008375,0.0008375,0.0008375
102,1128.14,0.99831,0.66291,1.04739,0.43224,0.90323,0.41533,0.32144,0.72983,376.112,0.90373,0.000833375,0.000833375,0.000833375
103,1139.41,1.00146,0.66436,1.04754,0.4396,0.90323,0.47984,0.36685,0.8013,377.601,1.03504,0.00082925,0.00082925,0.00082925
104,1150.62,0.99795,0.66112,1.04424,0.46969,0.83871,0.50319,0.3791,0.76425,339.171,1.00461,0.000825125,0.000825125,0.000825125
105,1161.9,1.02326,0.67334,1.05148,0.43847,0.83871,0.52404,0.41744,0.75861,346.154,0.99689,0.000821,0.000821,0.000821
106,1173.2,1.00629,0.66919,1.04467,0.43986,0.90323,0.5332,0.40695,0.7533,394.958,0.98536,0.000816875,0.000816875,0.000816875
107,1184.5,1.00599,0.66611,1.04558,0.47508,0.83871,0.4907,0.37727,0.76243,372.177,0.93273,0.00081275,0.00081275,0.00081275
108,1195.8,0.99885,0.65448,1.03461,0.46733,0.80645,0.48947,0.37429,0.77961,357.536,1.00421,0.000808625,0.000808625,0.000808625
109,1206.86,0.9811,0.65255,1.04214,0.42928,0.90323,0.52637,0.42351,0.70554,392.04,0.91082,0.0008045,0.0008045,0.0008045
110,1218.21,0.99968,0.66251,1.04225,0.47175,0.83871,0.4793,0.37133,0.73081,362.9,0.94722,0.000800375,0.000800375,0.000800375
111,1229.58,0.987,0.64939,1.03756,0.46777,0.87097,0.51056,0.40239,0.75764,362.699,0.93434,0.00079625,0.00079625,0.00079625
112,1241,0.99322,0.63961,1.03629,0.42911,0.90323,0.45246,0.34698,0.71995,360.603,0.94639,0.000792125,0.000792125,0.000792125
113,1252.35,0.99121,0.65034,1.03201,0.47638,0.83871,0.50289,0.41085,0.71783,390.782,0.95058,0.000788,0.000788,0.000788
114,1263.47,0.9689,0.63933,1.02282,0.52241,0.83871,0.5655,0.4562,0.70796,372.216,0.93381,0.000783875,0.000783875,0.000783875
115,1274.82,0.97872,0.64465,1.03691,0.48937,0.83871,0.50544,0.39404,0.74071,384.286,0.93463,0.00077975,0.00077975,0.00077975
116,1285.65,0.9674,0.62945,1.01715,0.46279,0.83871,0.55798,0.4512,0.73632,398.299,0.94739,0.000775625,0.000775625,0.000775625
117,1296.35,0.95351,0.62935,1.0214,0.45476,0.87097,0.52045,0.42434,0.69068,375.266,0.94099,0.0007715,0.0007715,0.0007715
118,1307.38,0.95538,0.62314,1.01822,0.4819,0.90019,0.49401,0.39517,0.6812,407.584,0.87695,0.000767375,0.000767375,0.000767375
119,1318.74,0.95438,0.61893,1.02226,0.49765,0.83871,0.57482,0.47464,0.70401,389.978,0.94705,0.00076325,0.00076325,0.00076325
120,1330.08,0.96463,0.62882,1.02519,0.49414,0.90323,0.5176,0.41591,0.72041,389.553,0.94095,0.000759125,0.000759125,0.000759125
121,1341.28,0.95448,0.62226,1.01382,0.45289,0.90323,0.52178,0.4175,0.73888,360.723,1.02745,0.000755,0.000755,0.000755
122,1352.81,0.94433,0.61384,1.01966,0.49537,0.80645,0.54935,0.42121,0.73809,386.994,1.00235,0.000750875,0.000750875,0.000750875
123,1364.41,0.94327,0.61309,1.01309,0.48319,0.80645,0.5703,0.42309,0.81281,368.363,1.0805,0.00074675,0.00074675,0.00074675
124,1376.12,0.95043,0.62441,1.0205,0.44972,0.87097,0.52367,0.37746,0.78778,421.004,1.06112,0.000742625,0.000742625,0.000742625
125,1387.29,0.94693,0.61547,1.02209,0.45875,0.80645,0.57438,0.43095,0.80313,388.959,1.06231,0.0007385,0.0007385,0.0007385
126,1398.61,0.94307,0.60816,1.01391,0.45751,0.87097,0.64569,0.51209,0.7313,367.872,0.96159,0.000734375,0.000734375,0.000734375
127,1410.05,0.94919,0.61731,1.02168,0.46182,0.83871,0.51507,0.39164,0.77431,392.619,1.12706,0.00073025,0.00073025,0.00073025
128,1421.52,0.93761,0.60669,1.01598,0.52798,0.80645,0.57342,0.45323,0.71104,356.293,0.97264,0.000726125,0.000726125,0.000726125
129,1432.92,0.9294,0.59744,1.00967,0.42927,0.90323,0.56656,0.44764,0.76333,378.774,1.02618,0.000722,0.000722,0.000722
130,1444.19,0.91851,0.59183,1.00371,0.44755,0.90323,0.4999,0.3864,0.74863,391.76,1.02266,0.000717875,0.000717875,0.000717875
131,1455.35,0.91794,0.58441,0.99798,0.46055,0.87097,0.42566,0.31952,0.77221,400.214,1.02014,0.00071375,0.00071375,0.00071375
132,1466.54,0.91187,0.58256,0.99948,0.51029,0.83871,0.53413,0.40984,0.73219,392.311,0.99054,0.000709625,0.000709625,0.000709625
133,1478.12,0.90441,0.58179,0.99933,0.49765,0.87097,0.5408,0.42258,0.74305,399.547,1.04117,0.0007055,0.0007055,0.0007055
134,1489.7,0.90579,0.59063,1.00318,0.43168,0.87097,0.52605,0.41317,0.72766,401.899,1.07063,0.000701375,0.000701375,0.000701375
135,1501.16,0.92364,0.59797,1.00246,0.57694,0.87097,0.65136,0.49647,0.76191,384.719,1.03773,0.00069725,0.00069725,0.00069725
136,1512.26,0.90407,0.58055,0.99649,0.49883,0.86698,0.56137,0.43375,0.83059,412.776,1.18678,0.000693125,0.000693125,0.000693125
137,1523.38,0.91621,0.59212,1.00561,0.41949,0.80645,0.53928,0.42489,0.78132,381.469,1.13127,0.000689,0.000689,0.000689
138,1534.7,0.90731,0.58596,0.99945,0.45246,0.87097,0.5321,0.42314,0.72952,374.638,1.02474,0.000684875,0.000684875,0.000684875
139,1546.22,0.91121,0.59249,1.0036,0.47538,0.83871,0.53107,0.40876,0.69442,424.662,1.02504,0.00068075,0.00068075,0.00068075
140,1557.51,0.88866,0.58098,1.00095,0.44284,0.80645,0.51779,0.39127,0.72697,416.361,1.00055,0.000676625,0.000676625,0.000676625
141,1568.52,0.92342,0.59414,1.0001,0.48799,0.83871,0.54002,0.42747,0.70569,391.018,0.99357,0.0006725,0.0006725,0.0006725
142,1580.11,0.90969,0.58337,0.99866,0.46439,0.87097,0.51766,0.41506,0.70449,418.575,0.98583,0.000668375,0.000668375,0.000668375
143,1591.42,0.88335,0.57908,0.99867,0.442,0.80645,0.48007,0.3718,0.7092,407.043,1.00851,0.00066425,0.00066425,0.00066425
144,1602.74,0.8912,0.56977,0.99144,0.45676,0.80645,0.51741,0.41275,0.65786,385.382,0.90993,0.000660125,0.000660125,0.000660125
145,1614.16,0.89229,0.56414,0.98557,0.47579,0.83871,0.50489,0.38131,0.76007,415.171,1.05998,0.000656,0.000656,0.000656
146,1625.75,0.8826,0.56712,0.98978,0.4765,0.83871,0.51372,0.38948,0.6934,410.002,1.03125,0.000651875,0.000651875,0.000651875
147,1636.65,0.88982,0.57062,0.99834,0.44368,0.90049,0.45675,0.36105,0.69726,413.038,0.99645,0.00064775,0.00064775,0.00064775
148,1647.94,0.88167,0.56171,0.98835,0.43071,0.90323,0.55122,0.43838,0.70741,396.539,1.00796,0.000643625,0.000643625,0.000643625
149,1659.44,0.87621,0.56534,0.98947,0.44426,0.87097,0.53584,0.43647,0.69915,393.868,1.00053,0.0006395,0.0006395,0.0006395
150,1671.29,0.87791,0.56673,0.98628,0.43398,0.90323,0.49275,0.38425,0.74602,400.697,1.05053,0.000635375,0.000635375,0.000635375
151,1682.54,0.85735,0.54781,0.97967,0.44591,0.83871,0.53516,0.41748,0.71099,424.901,1.00913,0.00063125,0.00063125,0.00063125
152,1693.82,0.87036,0.55716,0.98661,0.44874,0.87097,0.53505,0.4282,0.69549,396.613,0.98606,0.000627125,0.000627125,0.000627125
153,1704.77,0.87169,0.56102,0.98585,0.4801,0.89376,0.53173,0.41462,0.72446,390.698,1.02183,0.000623,0.000623,0.000623
154,1715.67,0.8686,0.55097,0.98187,0.48836,0.80645,0.53636,0.40432,0.75359,411.214,1.03655,0.000618875,0.000618875,0.000618875
155,1727.02,0.87212,0.55285,0.98598,0.43612,0.90323,0.46138,0.35519,0.70952,422.847,0.96365,0.00061475,0.00061475,0.00061475
156,1738.41,0.86069,0.55285,0.9838,0.45015,0.83871,0.55209,0.44118,0.71097,409.397,0.96642,0.000610625,0.000610625,0.000610625
157,1749.6,0.85819,0.55167,0.97984,0.48617,0.87097,0.52688,0.40668,0.7251,416.382,0.93848,0.0006065,0.0006065,0.0006065
158,1760.93,0.85205,0.54212,0.98079,0.4356,0.90323,0.4698,0.37207,0.69329,435.801,0.83138,0.000602375,0.000602375,0.000602375
159,1772.35,0.85724,0.54507,0.98341,0.44249,0.90323,0.42319,0.3442,0.65956,426.52,0.80077,0.00059825,0.00059825,0.00059825
160,1783.69,0.85826,0.5501,0.98124,0.47918,0.90323,0.54931,0.44585,0.6696,410.75,0.84923,0.000594125,0.000594125,0.000594125
161,1795.16,0.84,0.54052,0.97983,0.48087,0.89652,0.58399,0.46006,0.70442,420.931,0.99365,0.00059,0.00059,0.00059
162,1806.48,0.84432,0.53669,0.97109,0.48276,0.78294,0.58176,0.45229,0.74076,421.507,0.98642,0.000585875,0.000585875,0.000585875
163,1817.55,0.84823,0.52901,0.97469,0.44938,0.90323,0.53591,0.41352,0.74672,432.817,1.02637,0.00058175,0.00058175,0.00058175
164,1828.58,0.85211,0.53975,0.97288,0.43351,0.87097,0.48347,0.37915,0.68482,411.735,0.9234,0.000577625,0.000577625,0.000577625
165,1840.05,0.83887,0.5319,0.97185,0.45969,0.8235,0.53707,0.39418,0.81129,451.374,1.0544,0.0005735,0.0005735,0.0005735
166,1851.46,0.83286,0.53319,0.97056,0.45653,0.81304,0.53317,0.40928,0.75875,422.52,1.10442,0.000569375,0.000569375,0.000569375
167,1862.82,0.84487,0.53627,0.97068,0.47703,0.87097,0.52739,0.4093,0.73131,421.21,0.98937,0.00056525,0.00056525,0.00056525
168,1874.05,0.841,0.54085,0.97699,0.44965,0.90323,0.49478,0.38643,0.71823,435.995,0.96116,0.000561125,0.000561125,0.000561125
169,1885.33,0.84486,0.53198,0.9691,0.42674,0.87097,0.53909,0.43525,0.71916,431.006,0.96579,0.000557,0.000557,0.000557
170,1897.05,0.83121,0.52164,0.96561,0.44743,0.83871,0.52978,0.41729,0.72254,399.81,0.88397,0.000552875,0.000552875,0.000552875
171,1908.56,0.82052,0.52161,0.96458,0.42358,0.90323,0.44994,0.34623,0.71174,425.982,0.88434,0.00054875,0.00054875,0.00054875
172,1920.01,0.82181,0.52269,0.96741,0.4898,0.83871,0.56857,0.44448,0.68589,416.065,0.81535,0.000544625,0.000544625,0.000544625
173,1931.39,0.81974,0.51058,0.95364,0.48152,0.87097,0.56782,0.44678,0.68275,418.082,0.81855,0.0005405,0.0005405,0.0005405
174,1942.55,0.82758,0.5204,0.96282,0.46996,0.83871,0.56778,0.44927,0.67749,449.502,0.92843,0.000536375,0.000536375,0.000536375
175,1954.06,0.81853,0.52116,0.96204,0.50554,0.83871,0.57,0.4625,0.63376,420.537,0.88684,0.00053225,0.00053225,0.00053225
176,1965.59,0.81615,0.51516,0.96435,0.43653,0.80645,0.61163,0.48283,0.66921,427.678,0.9719,0.000528125,0.000528125,0.000528125
