epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,474.506,1.16244,0.89736,1.12779,0.56449,0.4319,0.43268,0.3339,0.96606,0.79545,1.02183,0.00101934,0.00101934,0.00101934
27,491.995,1.15755,0.89394,1.12428,0.64462,0.46988,0.45344,0.33365,0.97189,0.78149,1.03077,0.00101568,0.00101568,0.00101568
28,509.699,1.16608,0.9016,1.13226,0.83648,0.40157,0.44954,0.34442,0.95401,0.76713,1.017,0.00101201,0.00101201,0.00101201
29,527.549,1.15712,0.88038,1.1236,0.58618,0.46846,0.48301,0.36875,0.95922,0.78015,1.01383,0.00100834,0.00100834,0.00100834
30,544.836,1.13997,0.88693,1.12056,0.68137,0.40185,0.502,0.39165,0.92029,0.74469,1.00726,0.00100468,0.00100468,0.00100468
31,562.398,1.14584,0.87284,1.11816,0.68091,0.47806,0.47971,0.36175,0.97548,0.75674,1.02656,0.00100101,0.00100101,0.00100101
32,579.748,1.13802,0.86037,1.1075,0.80216,0.40778,0.41919,0.32272,0.97156,0.7796,1.02074,0.000997345,0.000997345,0.000997345
33,598.374,1.12953,0.87338,1.11244,0.71211,0.51377,0.49461,0.38243,0.94212,0.75751,1.00767,0.000993678,0.000993678,0.000993678
34,616.105,1.13238,0.85918,1.10227,0.63094,0.54728,0.4763,0.37256,0.95297,0.79135,1.01798,0.000990012,0.000990012,0.000990012
35,633.608,1.10985,0.83017,1.09092,0.6308,0.39249,0.44638,0.3445,0.94569,0.75768,1.01729,0.000986346,0.000986346,0.000986346
36,652.549,1.10839,0.82861,1.09382,0.71886,0.40594,0.45289,0.34319,0.96465,0.78037,1.01464,0.000982679,0.000982679,0.000982679
37,671.597,1.1269,0.85349,1.09734,0.6031,0.50491,0.4948,0.38701,0.92933,0.74793,1.00674,0.000979013,0.000979013,0.000979013
38,690.389,1.10229,0.82888,1.09414,0.70794,0.48936,0.53272,0.41629,0.93605,0.72935,1.01375,0.000975347,0.000975347,0.000975347
39,709.374,1.08992,0.81934,1.08196,0.64128,0.54217,0.5356,0.41922,0.93388,0.73054,1.00632,0.000971681,0.000971681,0.000971681
40,728.175,1.0891,0.81442,1.08223,0.66683,0.39186,0.46612,0.36139,0.94615,0.73328,1.01562,0.000968014,0.000968014,0.000968014
41,747.339,1.08185,0.80427,1.08275,0.61969,0.47457,0.47285,0.36781,0.92369,0.74359,1.00551,0.000964348,0.000964348,0.000964348
42,766.538,1.08515,0.81997,1.08899,0.69309,0.53482,0.52808,0.41836,0.93501,0.73531,1.00673,0.000960682,0.000960682,0.000960682
43,785.702,1.08456,0.81164,1.08295,0.59273,0.46287,0.51204,0.40112,0.92497,0.74775,1.00617,0.000957015,0.000957015,0.000957015
44,804.816,1.08204,0.8054,1.08365,0.67507,0.5053,0.49867,0.38998,0.93137,0.73744,1.00807,0.000953349,0.000953349,0.000953349
45,823.471,1.08254,0.79589,1.07928,0.34895,0.57572,0.47558,0.3675,0.94095,0.78762,1.01684,0.000949683,0.000949683,0.000949683
46,842.453,1.0717,0.79096,1.06714,0.63646,0.53685,0.4879,0.37858,0.93345,0.72963,1.00455,0.000946016,0.000946016,0.000946016
47,861.252,1.06467,0.78617,1.07123,0.55728,0.50372,0.54792,0.42343,0.93911,0.73568,1.01203,0.00094235,0.00094235,0.00094235
48,880.324,1.07063,0.7818,1.07383,0.72984,0.4759,0.51093,0.40916,0.91589,0.72169,1.00252,0.000938684,0.000938684,0.000938684
49,899.238,1.05544,0.78021,1.06641,0.65031,0.45872,0.49874,0.39216,0.91221,0.71231,1.00705,0.000935018,0.000935018,0.000935018
50,918.169,1.04649,0.76056,1.06359,0.49113,0.53078,0.52008,0.41448,0.92519,0.73862,1.01916,0.000931351,0.000931351,0.000931351
51,937.135,1.05315,0.77227,1.06829,0.43614,0.49355,0.47178,0.36716,0.92446,0.7553,1.01264,0.000927685,0.000927685,0.000927685
52,956.192,1.05789,0.77152,1.06419,0.5652,0.54354,0.48165,0.38075,0.92724,0.78323,1.00535,0.000924019,0.000924019,0.000924019
53,975.321,1.06387,0.77251,1.06283,0.76779,0.55758,0.5746,0.45634,0.94619,0.73327,1.01934,0.000920352,0.000920352,0.000920352
54,993.943,1.05591,0.76413,1.06669,0.47384,0.52542,0.502,0.3901,0.94211,0.74248,1.01324,0.000916686,0.000916686,0.000916686
55,1013.31,1.04406,0.76257,1.06606,0.69472,0.53373,0.52405,0.4133,0.93081,0.73645,1.01659,0.00091302,0.00091302,0.00091302
56,1031.99,1.0338,0.74091,1.04944,0.56987,0.50862,0.5567,0.43928,0.92827,0.72845,1.00823,0.000909353,0.000909353,0.000909353
57,1051.08,1.03925,0.74415,1.05686,0.69748,0.58129,0.534,0.42216,0.9152,0.71525,1.01475,0.000905687,0.000905687,0.000905687
58,1069.76,1.02913,0.74375,1.05067,0.43631,0.55703,0.51627,0.40554,0.92642,0.7201,1.00769,0.000902021,0.000902021,0.000902021
59,1089.15,1.0324,0.73882,1.04634,0.63263,0.43473,0.46931,0.36571,0.9231,0.73866,1.00689,0.000898355,0.000898355,0.000898355
60,1108.07,1.00939,0.71069,1.03951,0.71907,0.47109,0.50574,0.39511,0.91973,0.71327,1.00333,0.000894688,0.000894688,0.000894688
61,1127.02,1.01161,0.71601,1.04288,0.54358,0.57038,0.55163,0.43712,0.93532,0.70287,1.01349,0.000891022,0.000891022,0.000891022
62,1146.37,1.01159,0.71931,1.0515,0.55977,0.51692,0.53499,0.42017,0.92279,0.72433,1.01052,0.000887356,0.000887356,0.000887356
63,1165.3,1.00408,0.71831,1.03928,0.4741,0.53374,0.50044,0.38838,0.91916,0.73152,1.00498,0.000883689,0.000883689,0.000883689
64,1184.52,1.01036,0.71494,1.04185,0.73667,0.51141,0.52435,0.41541,0.92804,0.71612,1.01285,0.000880023,0.000880023,0.000880023
65,1203.7,0.99878,0.70967,1.0383,0.67823,0.56719,0.52827,0.42121,0.902,0.72231,0.99902,0.000876357,0.000876357,0.000876357
66,1222.47,1.0066,0.71864,1.04,0.81125,0.47522,0.53465,0.42768,0.91917,0.72673,1.00936,0.000872691,0.000872691,0.000872691
67,1241.6,1.00892,0.70752,1.03662,0.70888,0.48776,0.52895,0.41005,0.9191,0.71627,1.00068,0.000869024,0.000869024,0.000869024
68,1260.62,1.00512,0.71705,1.04039,0.74144,0.56628,0.60088,0.48501,0.91149,0.69925,1.0098,0.000865358,0.000865358,0.000865358
69,1279.53,1.00916,0.71595,1.04186,0.76288,0.48541,0.53617,0.4253,0.91076,0.71324,1.00479,0.000861692,0.000861692,0.000861692
70,1298.46,1.00278,0.71007,1.03595,0.65556,0.53474,0.52983,0.4215,0.92515,0.7121,1.01295,0.000858025,0.000858025,0.000858025
71,1317.37,0.97839,0.683,1.02849,0.84411,0.45544,0.51817,0.41285,0.91596,0.7223,1.01292,0.000854359,0.000854359,0.000854359
72,1336.38,0.98196,0.68537,1.02635,0.68318,0.53474,0.56485,0.44988,0.91737,0.71668,1.01167,0.000850693,0.000850693,0.000850693
73,1355.23,0.99898,0.70014,1.03389,0.76501,0.48427,0.52508,0.41368,0.91548,0.71595,1.00664,0.000847026,0.000847026,0.000847026
74,1374.21,0.97528,0.67951,1.0279,0.38854,0.50902,0.48108,0.37992,0.92907,0.73078,1.01312,0.00084336,0.00084336,0.00084336
75,1393.08,0.98406,0.68968,1.03217,0.68139,0.50569,0.51286,0.40557,0.92388,0.74784,1.01837,0.000839694,0.000839694,0.000839694
76,1412.02,0.9783,0.67487,1.02626,0.71027,0.50518,0.51742,0.4136,0.91508,0.71278,1.01181,0.000836027,0.000836027,0.000836027
77,1431.13,0.9703,0.67183,1.01714,0.6551,0.46018,0.48305,0.38373,0.91596,0.71257,1.00611,0.000832361,0.000832361,0.000832361
78,1449.89,0.96563,0.66951,1.01674,0.74379,0.52832,0.53186,0.43427,0.89815,0.70823,1.00341,0.000828695,0.000828695,0.000828695
79,1468.92,0.96281,0.66313,1.0132,0.75886,0.47818,0.52579,0.41685,0.92709,0.73345,1.01228,0.000825029,0.000825029,0.000825029
80,1488.02,0.96599,0.66317,1.01919,0.68765,0.52035,0.52649,0.41538,0.92397,0.72179,1.00913,0.000821362,0.000821362,0.000821362
81,1507.01,0.96861,0.67097,1.02493,0.74,0.48898,0.53488,0.42403,0.91454,0.71133,1.01669,0.000817696,0.000817696,0.000817696
82,1525.67,0.94782,0.65135,1.01363,0.43614,0.49937,0.49102,0.38759,0.91165,0.71803,1.01074,0.00081403,0.00081403,0.00081403
83,1544.46,0.95531,0.65854,1.01477,0.75748,0.57277,0.57461,0.46331,0.91576,0.69915,1.01553,0.000810363,0.000810363,0.000810363
84,1563.56,0.95907,0.65948,1.01476,0.7132,0.4864,0.49638,0.40031,0.89731,0.72882,1.00986,0.000806697,0.000806697,0.000806697
85,1582.54,0.94886,0.64562,1.00973,0.81172,0.45451,0.53041,0.42857,0.90758,0.71782,1.00319,0.000803031,0.000803031,0.000803031
86,1601.72,0.9497,0.64597,1.01419,0.55877,0.45362,0.51253,0.41681,0.90849,0.70646,1.00565,0.000799365,0.000799365,0.000799365
87,1620.5,0.9484,0.64556,1.00759,0.7487,0.48611,0.49232,0.39443,0.91739,0.72886,1.0106,0.000795698,0.000795698,0.000795698
88,1639.24,0.942,0.64512,1.00242,0.68022,0.54698,0.51046,0.40936,0.91212,0.71057,1.00521,0.000792032,0.000792032,0.000792032
89,1658,0.95227,0.65558,1.01074,0.71506,0.52419,0.50084,0.39464,0.91523,0.72714,1.01389,0.000788366,0.000788366,0.000788366
90,1677.03,0.92627,0.63459,0.99909,0.70172,0.49117,0.49848,0.38995,0.90046,0.69614,1.00989,0.000784699,0.000784699,0.000784699
91,1695.7,0.93811,0.6459,1.00426,0.66709,0.42761,0.4678,0.36808,0.91334,0.71839,1.01261,0.000781033,0.000781033,0.000781033
92,1714.32,0.93843,0.63937,1.00235,0.86373,0.42463,0.46184,0.35735,0.92376,0.73019,1.01685,0.000777367,0.000777367,0.000777367
93,1733.1,0.93253,0.63365,1.00134,0.8106,0.43318,0.53065,0.42485,0.92413,0.73017,1.01411,0.0007737,0.0007737,0.0007737
94,1750.92,0.93267,0.63099,1.00239,0.60256,0.45693,0.47059,0.37317,0.90342,0.71021,1.00313,0.000770034,0.000770034,0.000770034
95,1768.71,0.92299,0.62516,0.99554,0.70249,0.47926,0.47975,0.38429,0.92475,0.73059,1.01563,0.000766368,0.000766368,0.000766368
96,1786.51,0.92984,0.62204,1.00232,0.69176,0.49705,0.48536,0.38447,0.91178,0.71186,1.01415,0.000762702,0.000762702,0.000762702
97,1805.2,0.92262,0.6275,0.99809,0.50209,0.55832,0.51194,0.40341,0.92034,0.70964,1.02169,0.000759035,0.000759035,0.000759035
98,1823.82,0.91611,0.6153,0.99543,0.51799,0.48241,0.50139,0.39609,0.91009,0.70249,1.01481,0.000755369,0.000755369,0.000755369
99,1842.12,0.92071,0.62063,0.99886,0.77326,0.49921,0.54911,0.44051,0.90636,0.7286,1.01269,0.000751703,0.000751703,0.000751703
100,1860.56,0.9115,0.62298,0.99435,0.8571,0.40152,0.45347,0.35801,0.90683,0.72055,1.01359,0.000748036,0.000748036,0.000748036
101,1878.17,0.91299,0.61865,0.99807,0.47201,0.52141,0.48898,0.38882,0.91367,0.72588,1.01215,0.00074437,0.00074437,0.00074437
102,1896.38,0.91703,0.62401,0.998,0.47137,0.49716,0.4725,0.37305,0.90432,0.71561,1.00794,0.000740704,0.000740704,0.000740704
103,1914.24,0.89826,0.59741,0.9883,0.42895,0.47051,0.45711,0.36484,0.91481,0.72247,1.01269,0.000737037,0.000737037,0.000737037
104,1931.93,0.90116,0.59771,0.98959,0.48617,0.48919,0.49906,0.40567,0.90314,0.71897,1.00848,0.000733371,0.000733371,0.000733371
105,1949.95,0.89928,0.5952,0.98799,0.46709,0.61209,0.53,0.42432,0.90222,0.70805,1.01282,0.000729705,0.000729705,0.000729705
106,1967.66,0.89774,0.59481,0.9848,0.81672,0.4618,0.51556,0.41823,0.90371,0.7161,1.00629,0.000726038,0.000726038,0.000726038
107,1985.5,0.89262,0.59923,0.98709,0.73347,0.49308,0.49821,0.39691,0.91585,0.71125,1.0144,0.000722372,0.000722372,0.000722372
108,2003.04,0.89953,0.59371,0.9874,0.78737,0.49608,0.52292,0.41138,0.90816,0.71863,1.01139,0.000718706,0.000718706,0.000718706
109,2021.06,0.89311,0.58759,0.98088,0.41637,0.48725,0.4863,0.38763,0.90643,0.71747,1.01486,0.00071504,0.00071504,0.00071504
110,2039.15,0.88677,0.5902,0.97993,0.46586,0.51095,0.5009,0.40258,0.91676,0.75128,1.02063,0.000711373,0.000711373,0.000711373
111,2056.69,0.88994,0.59173,0.98401,0.50367,0.54054,0.53257,0.43021,0.90269,0.70421,1.00838,0.000707707,0.000707707,0.000707707
112,2074.27,0.88454,0.58529,0.9799,0.7695,0.49179,0.53877,0.42949,0.91479,0.71144,1.01985,0.000704041,0.000704041,0.000704041
113,2092.09,0.87385,0.575,0.97764,0.78054,0.49524,0.52437,0.41988,0.90371,0.70159,1.01581,0.000700374,0.000700374,0.000700374
114,2109.67,0.88185,0.57978,0.97874,0.5363,0.55678,0.53403,0.4262,0.90751,0.71417,1.01647,0.000696708,0.000696708,0.000696708
115,2127.4,0.87574,0.5728,0.97733,0.78544,0.51962,0.51039,0.41086,0.90456,0.69607,1.01536,0.000693042,0.000693042,0.000693042
116,2145.54,0.87523,0.57694,0.97263,0.46034,0.53191,0.49915,0.39264,0.90967,0.72501,1.01258,0.000689376,0.000689376,0.000689376
117,2163.36,0.86193,0.56648,0.96983,0.70553,0.45372,0.47364,0.3821,0.91592,0.71399,1.01634,0.000685709,0.000685709,0.000685709
118,2181.01,0.87805,0.58782,0.97423,0.5063,0.49364,0.50128,0.39889,0.90088,0.7178,1.00867,0.000682043,0.000682043,0.000682043
